Von;Nach;Dauer;Anzahl;Dauer
BSAM;BMIP;00:05:54.9566667;26;354
HHTF;HHB;00:05:54.9566667;1425;354
NSD;NLUS;00:05:54.9900000;1359;354
MRI P;MOP;00:05:55.0000000;12;355
WNS G;WBDN;00:05:55.0000000;32;355
AJ;ATP;00:05:55.1166667;1599;355
WRS;WBE;00:05:55.1266667;16;355
TLH;TAUF;00:05:55.1900000;1083;355
EDG;EMLR;00:05:55.3033333;70;355
MUAG;MOA;00:05:55.3366667;1277;355
MBUH;MPIC;00:05:55.6466667;1328;355
MHUG;MWH;00:05:55.7500000;24;355
NARN;NT;00:05:55.7666667;47;355
KDFF;KD;00:05:55.8800000;92;355
FNSM;FSTA;00:05:55.9033333;1924;355
NSNE;NDB;00:05:56.0966667;1172;356
HFRE;HK;00:05:56.1300000;217;356
MDRD;MGNB;00:05:56.2566667;1713;356
ASOE;AY;00:05:56.4266667;1404;356
MOP;MRI W;00:05:56.8000000;26;356
RWDN;RHAI;00:05:57.0766667;1030;357
TBIS;THCH;00:05:57.3333333;27;357
LS;LDK;00:05:57.4166667;2288;357
NON;NBUW;00:05:57.6300000;1680;357
UDST;UGTA;00:05:57.7033333;1201;357
EWAT;EE;00:05:57.7233333;36;357
TBOX;TKF;00:05:57.7466667;1020;357
KKM;KKDB;00:05:57.8100000;21;357
UIW;UEL;00:05:57.8133333;1400;357
NSK;NPL;00:05:57.8566667;664;357
TN;TH;00:05:57.9000000;21;357
RBRT;RWND;00:05:58.2133333;1249;358
HAUG;HOCH;00:05:58.3233333;1123;358
BSEO;BGR;00:05:58.3633333;1172;358
NPL;NWLD;00:05:58.6300000;1322;358
DWE;DKOT;00:05:58.6433333;239;358
XPSG;XPSU;00:05:58.8366667;1208;358
BHF;BRGBT;00:05:59.2000000;40;359
MSY;MGS;00:05:59.2600000;1190;359
MDFN;MTMA;00:05:59.3533333;1686;359
FSTA;FNSM;00:05:59.3866667;1992;359
NVK;NFRE;00:05:59.4000000;10;359
TSW;TSV;00:05:59.4166667;14;359
ELSN;EBIN;00:05:59.4800000;1016;359
NGE;NPLF;00:05:59.5400000;14;359
AHAR;AVL;00:05:59.5566667;27;359
HDED;HBUG;00:05:59.7000000;60;359
ALS;AOL;00:05:59.7066667;82;359
TBEM;TNU;00:05:59.7766667;3720;359
TAM;TG;00:05:59.8333333;5321;359
HLBU;HNBG;00:05:59.9700000;3831;359
AHOE;AWRT;00:06:00.0000000;11;360
FEZL;FHHF;00:06:00.0000000;102;360
FMB P;FMK;00:06:00.0000000;13;360
HSCI;HSTM;00:06:00.0000000;1295;360
KLAW;KE;00:06:00.0000000;3323;360
NEF;NFUB;00:06:00.0000000;12;360
WEGS;WUM;00:06:00.0000000;721;360
XCMB;XPR;00:06:00.0000000;20;360
XLW;SIG;00:06:00.0000000;72;360
UHO;USH;00:06:00.0733333;1203;360
AKI;AWLA;00:06:00.1100000;3379;360
WE;WMCH;00:06:00.2933333;3203;360
LLGS;LNDG;00:06:00.3100000;1010;360
EXEM;EEM;00:06:00.4000000;61;360
LGSN;LBU;00:06:00.4800000;1789;360
DKH;DUD;00:06:00.4933333;610;360
MSB;MHLK;00:06:00.4966667;1804;360
KKS;KK;00:06:00.6433333;33;360
UGR;UNME;00:06:00.7666667;800;360
ESIL;EWTB;00:06:00.7800000;639;360
WB;WSN S;00:06:00.7900000;1328;360
MKCH;MBEN;00:06:00.8466667;1556;360
TKU;TGN;00:06:00.8566667;1154;360
NMUE;NRHN;00:06:01.0766667;529;361
FBSD;FBRT;00:06:01.0833333;155;361
BKW;BBDS;00:06:01.0966667;2818;361
TLC;TNI;00:06:01.2133333;855;361
RHO;REA;00:06:01.3133333;3160;361
MNEW;MPFW;00:06:01.3833333;1066;361
MNK;MFZL;00:06:01.3833333;1171;361
AMLN;AGUE;00:06:01.5200000;1342;361
FLIS;FMT;00:06:01.5733333;4105;361
KNL N;KKO;00:06:01.5833333;12;361
KIMI;KOPLM;00:06:01.8266667;23;361
SMUE;SENK;00:06:01.8666667;1429;361
MRAM;MMH;00:06:01.9200000;1655;361
UEL;UIW;00:06:01.9566667;1496;361
XFLPD;XFLG;00:06:02.0000000;11;362
EMAR;EBDL;00:06:02.3433333;1199;362
KSA;KEU;00:06:02.4433333;1662;362
TBLF;TRS;00:06:02.5833333;857;362
LGK;LZE;00:06:02.6833333;38;362
RM;RMW G;00:06:02.7500000;14;362
SBX;SHO;00:06:02.7533333;2816;362
RO;RAPR;00:06:02.8000000;15;362
KK;KKS;00:06:02.8900000;30;362
FMT;FLIS;00:06:02.9766667;4013;362
EMLR;EE;00:06:03.1133333;110;363
MFOS;MEDL;00:06:03.1133333;1212;363
WCA;WBSG;00:06:03.1700000;1353;363
MGKF;MLA;00:06:03.1733333;4519;363
BFO;BKG;00:06:03.1833333;11;363
SES;SENK;00:06:03.1966667;897;363
BRGBT;BHF;00:06:03.2733333;23;363
TEH;TSHM;00:06:03.6000000;10;363
UJW;UGC;00:06:03.6800000;1736;363
MMDL;MOTW;00:06:03.7833333;2205;363
MDT;MMDL;00:06:03.8000000;1991;363
AR;ARHB;00:06:03.8600000;4281;363
NAN;NLWI;00:06:03.9366667;1962;363
TV;TFST;00:06:04.0000000;10;364
TSAT;TC;00:06:04.0200000;855;364
HEB;HEBM;00:06:04.1133333;1410;364
LHZ;LLI;00:06:04.2066667;696;364
BNE;BBA;00:06:04.3033333;1545;364
LKIM;LB;00:06:04.3200000;1832;364
FEGN;FWFH;00:06:04.3566667;1242;364
RMK;RNST;00:06:04.3833333;1794;364
MHO;MKZ;00:06:04.3966667;54;364
EBDL;EMAR;00:06:04.4400000;1070;364
XNZL;EEM;00:06:04.4566667;274;364
KKN R;KKL;00:06:04.5000000;16;364
NHP;NEMN;00:06:04.5200000;929;364
KD;KDFFH;00:06:04.6366667;46;364
BL;BCHG;00:06:04.7133333;14;364
NRT;NWU;00:06:04.7366667;19;364
SMR;SROA;00:06:04.7433333;1151;364
KAND;KBRE;00:06:04.8166667;15;364
FHED;FHMD;00:06:05.0400000;557;365
MPF;MRBI;00:06:05.1000000;21;365
BOSGA;BRGBT;00:06:05.1066667;24;365
ALG;ABST;00:06:05.1900000;2721;365
LHAC;LH;00:06:05.2033333;199;365
ELUE;EBOK;00:06:05.2133333;122;365
KK;KKM;00:06:05.3500000;1118;365
EHGO;EHG;00:06:05.3733333;1332;365
BCKW;BKG;00:06:05.4000000;20;365
RBGH;RSE;00:06:05.4466667;1059;365
THB;TET S;00:06:05.5133333;3406;365
KA;KAW P;00:06:05.5266667;631;365
KBBG;KB;00:06:05.5700000;25;365
NMG;NSUE;00:06:05.6766667;665;365
LMSO;LMB B;00:06:05.8033333;61;365
FF  H;FSP;00:06:06.0000000;10;366
FH  N;FO  G;00:06:06.0000000;80;366
FMK;FFH;00:06:06.0000000;47;366
FRAN;FND;00:06:06.0000000;104;366
KRH;EDG;00:06:06.0000000;15;366
KUR;KAND;00:06:06.0000000;11;366
LBW;LMG;00:06:06.0000000;11;366
MGP;MUGR;00:06:06.0000000;10;366
MKAG;MLF;00:06:06.3866667;1336;366
XSPF;XSWW;00:06:06.8100000;79;366
HLNG;HGS;00:06:06.8300000;1263;366
HBR A;HB;00:06:06.8866667;119;366
EMEK;EMSTP;00:06:06.9600000;26;366
ARF;AMLN;00:06:07.1666667;1342;367
EDO;EBLAP;00:06:07.2000000;10;367
AAHR;ARAL;00:06:07.2633333;20;367
MGA;MKW;00:06:07.3000000;1330;367
XPSU;XPSG;00:06:07.3900000;1209;367
UVIU;UGBB;00:06:07.5500000;2955;367
MAIT;MGNZ;00:06:07.7833333;1662;367
EAHS;ELGD;00:06:07.9033333;1179;367
MBU;MGL;00:06:07.9100000;1562;367
WWT;WGI;00:06:08.0900000;1117;368
KD;KDU;00:06:08.1166667;20;368
WKB;WAK;00:06:08.2933333;902;368
AHDT;AHM;00:06:08.4300000;1991;368
XSWW;XSPF;00:06:08.6266667;64;368
FFD;FEL;00:06:09.0000000;82;369
FHHF;FEZL;00:06:09.0000000;104;369
EMSD;EFRE;00:06:09.0700000;44;369
ARHB;AR;00:06:09.0966667;4268;369
ATP;AJ;00:06:09.3466667;1611;369
AWN;AOW;00:06:09.4300000;28;369
HH;HVIN;00:06:09.5566667;27;369
EMLR;EDG;00:06:09.8633333;82;369
THCH;TBIS;00:06:10.0000000;15;370
WPB;WWSN;00:06:10.1033333;1035;370
MNL;MMTN;00:06:10.1900000;1220;370
FFLF;FRA;00:06:10.2000000;117;370
AIZ;AWIR;00:06:10.3500000;2638;370
EOSD;EDIN;00:06:10.3633333;12;370
MTO;MLT;00:06:10.4533333;1335;370
NOKP;NHO;00:06:10.4866667;2479;370
XASCH;XAIP;00:06:10.7000000;10;370
SWAB;SPSN;00:06:10.9066667;1209;370
ANEB;AHAR;00:06:10.9100000;11;370
MPR;MBEF;00:06:11.0000000;11;371
TSTR;TSGZ;00:06:11.1233333;808;371
THT;TRI;00:06:11.2133333;1306;371
KKAL;KMCH;00:06:11.3266667;988;371
KKS;KBR P;00:06:11.5400000;15;371
BMZ;LJEB;00:06:11.5766667;1179;371
TOE;TNN;00:06:11.6133333;31;371
NOH;NEE;00:06:11.6533333;2754;371
EHG;EHCK;00:06:11.6833333;19;371
KDN P;KLAW;00:06:11.7500000;78;371
NF  G;NN;00:06:11.7633333;105;371
DWIE;DWO;00:06:11.8700000;1145;371
LLI;LHZ;00:06:11.8866667;692;371
DUD;DKH;00:06:12.0000000;422;372
DWO;DWIE;00:06:12.0000000;1143;372
EBOK;ELUE;00:06:12.0000000;25;372
FKRI;FGM;00:06:12.0000000;12;372
KBRE;KAND;00:06:12.0000000;13;372
LMG;LBW;00:06:12.0000000;13;372
LNDG;LQ;00:06:12.0000000;1009;372
MOP W;MTR;00:06:12.0000000;41;372
TRX;TW;00:06:12.0000000;12;372
FLBG;FOBH;00:06:12.0066667;1983;372
NEE;NOH;00:06:12.1800000;2733;372
LJEB;BMZ;00:06:12.2666667;1176;372
HEA;HE;00:06:12.3166667;19;372
NWBF;NUL;00:06:12.5966667;2060;372
HR;HHTL;00:06:12.6866667;489;372
NMT;NHH;00:06:12.9733333;1534;372
WSAM;WTHN;00:06:12.9766667;1572;372
NGUN;NLGU;00:06:13.0566667;966;373
BNDM;BWUS;00:06:13.3233333;3051;373
FNIS;FNI;00:06:13.4433333;13;373
MBU;MTHB;00:06:13.5533333;1794;373
MLT;MTO;00:06:13.6633333;1338;373
HVIN;HH;00:06:13.8766667;16;373
WRDN;WBES;00:06:14.3266667;1366;374
BBIG;BWG;00:06:14.3633333;1186;374
MS;MLR W;00:06:14.5100000;129;374
MTHB;MBU;00:06:14.5933333;1783;374
NPL;NSK;00:06:14.8533333;668;374
EWIT;EHGVF;00:06:15.0000000;229;375
AY;ASOE;00:06:15.1366667;1346;375
MOTW;MMDL;00:06:15.1466667;2171;375
WLF;WSBG;00:06:15.1900000;1343;375
WMCH;WE;00:06:15.3666667;3207;375
TSG;TBB;00:06:15.3900000;2368;375
EOB;EDG;00:06:15.4700000;73;375
TKEH;TOBZ;00:06:15.5000000;24;375
XAHP;XABI;00:06:15.9500000;645;375
HWU;HH;00:06:16.0000000;18;376
NRO;NSC;00:06:16.0600000;3178;376
SKL;SHY;00:06:16.1100000;4916;376
WWRN;WBL;00:06:16.2300000;1957;376
HBHM;HB;00:06:16.2666667;45;376
NRTD;NWH;00:06:16.2900000;8296;376
LF;LF  U;00:06:16.6100000;961;376
EUR;EOP;00:06:16.6266667;1497;376
FUNG;FFZ;00:06:16.8500000;99;376
MTLG;MMF;00:06:16.8566667;3094;376
FQWL;EBRW;00:06:17.0533333;260;377
HSTM;HSCI;00:06:17.2666667;1303;377
KLMI;KKM;00:06:17.2933333;41;377
HE;HEA;00:06:17.4000000;20;377
HST;HSI;00:06:17.4366667;299;377
DKC;DKR;00:06:17.4466667;358;377
ATP;AFW;00:06:17.5033333;1566;377
TBB;TSG;00:06:17.6533333;2391;377
WPS;WSCN;00:06:17.7233333;563;377
EBWG;EMSD;00:06:17.9200000;78;377
ECMF;EHW;00:06:18.0000000;1180;378
ENOB;EHM;00:06:18.0000000;10;378
FND;FRAN;00:06:18.0000000;52;378
HELV;HHOL;00:06:18.0000000;22;378
LM  S;LMB B;00:06:18.0000000;39;378
ASID;ANT;00:06:18.0566667;525;378
MDO;MEB;00:06:18.0900000;1444;378
KM;KV;00:06:18.1166667;52;378
DAU;DLR;00:06:18.1866667;1296;378
EBRW;EOLS;00:06:18.5500000;2062;378
SSCP;SKLH;00:06:18.6466667;1181;378
TNN;TOE;00:06:18.7500000;32;378
REA;RHO;00:06:18.8866667;3132;378
MPFW;MNEW;00:06:19.0000000;1079;379
FTWS;FAR;00:06:19.1900000;1180;379
TP;TE;00:06:19.4400000;32;379
TRL;TWT;00:06:19.4533333;888;379
EWTB;ESIL;00:06:19.4800000;701;379
AHA;ATG;00:06:19.7433333;1333;379
YKKEZ;KK;00:06:19.8066667;2944;379
MPIC;MBUH;00:06:20.4866667;1337;380
HUS;HBOF;00:06:20.6200000;820;380
RDUN;RK;00:06:20.6233333;33;380
XDF;XDKO;00:06:20.7500000;10;380
WGE;WRI;00:06:20.9533333;1408;380
WSCN;WPS;00:06:21.0066667;562;381
FBBH;FFRK;00:06:21.1066667;1147;381
XAHP;XALN;00:06:21.5400000;13;381
USH;UHO;00:06:21.6500000;1184;381
XAWR;NPA P;00:06:21.7500000;21;381
TSUD;TEI;00:06:21.7966667;1623;381
WRI;WGE;00:06:21.9466667;1397;381
RMN;RM;00:06:22.0000000;14;382
EFRE;EMSD;00:06:22.2500000;48;382
SGR;SBRB;00:06:22.2566667;31;382
FAR;FKWB;00:06:22.3166667;247;382
DC;DNR;00:06:22.3633333;22;382
AGUE;AMLN;00:06:22.4333333;1398;382
XAJB;XABX;00:06:22.4433333;1522;382
MH;MP;00:06:22.7133333;194;382
MMDL;MDT;00:06:22.8000000;1969;382
NLE;NON;00:06:22.9966667;1678;382
XFSTG;RXKL;00:06:23.1833333;11;383
RBRK;RWE;00:06:23.2633333;1902;383
ABST;AHDT;00:06:23.5466667;1991;383
YKKEZ;KKL;00:06:23.5900000;44;383
HEB;HK;00:06:23.6200000;902;383
EMSD;EBWG;00:06:23.6300000;81;383
NEMN;NHP;00:06:23.7066667;938;383
WBO;WK;00:06:23.9566667;1342;383
FFS;FOO;00:06:24.0000000;41;384
FHM;FFH;00:06:24.0000000;28;384
FWOR;RFT;00:06:24.0000000;12;384
HSCD;EWSM;00:06:24.0000000;77;384
HSI;HST;00:06:24.0000000;24;384
HOCH;HAUG;00:06:24.1166667;1118;384
WBES;WRDN;00:06:24.2033333;1364;384
EGAR;EKNT;00:06:24.2966667;966;384
BLH;BP;00:06:24.3566667;1259;384
TE;TP;00:06:24.4433333;31;384
EDSH;EDOB;00:06:24.6866667;157;384
HBOF;HUS;00:06:24.8266667;864;384
RO  N;RR;00:06:25.0900000;11;385
NS;NWA;00:06:25.2066667;35;385
NVK;NGAH;00:06:25.2266667;1227;385
DLR;DAU;00:06:25.2733333;1296;385
FFS;FFMK;00:06:25.3333333;75;385
NUL;NWBF;00:06:25.6300000;2026;385
SKLH;SSCP;00:06:25.6666667;1205;385
HGEE;HMEP;00:06:25.8766667;256;385
HK;HEB;00:06:25.8766667;794;385
HWAR;HSCD;00:06:25.9500000;1199;385
WZIN;WLK;00:06:25.9833333;648;385
NT;NARN;00:06:26.1966667;41;386
LB;LKIM;00:06:26.2766667;1841;386
EHG;EWEF;00:06:26.2966667;2086;386
XALB;XAAT;00:06:26.4700000;470;386
FOBH;FLBG;00:06:26.5200000;1991;386
MJUL;MMK;00:06:26.5666667;1339;386
KKERG;KKNA;00:06:26.7733333;93;386
MMF;MAPF;00:06:26.7800000;1691;386
SEG;SKDL;00:06:26.8766667;1676;386
MM;TTA;00:06:26.9166667;790;386
HDVD;HV;00:06:27.0000000;13;387
WLI;WPRA;00:06:27.0166667;1232;387
ELEI;EOBW;00:06:27.0866667;560;387
HBNB;HWAR;00:06:27.1733333;242;387
TAUF;TLH;00:06:27.2400000;1083;387
FF;FNIS;00:06:27.2733333;22;387
NKM;NM;00:06:27.2733333;11;387
KDBE;KD;00:06:27.3900000;30;387
HWAR;HBNB;00:06:27.4700000;238;387
XASBW;XAGP;00:06:27.7800000;638;387
LE  K;LBOR;00:06:28.0000000;21;388
NHH;NMT;00:06:28.2700000;1613;388
ALA;AA;00:06:28.6400000;477;388
HBUK;HWBD;00:06:28.7100000;242;388
KKDZ;KPRH;00:06:28.8633333;84;388
FAS;FHWD;00:06:28.9633333;2108;388
NF;NN;00:06:29.5566667;30;389
WTIW;WSTZ;00:06:29.6700000;1308;389
MTHB;MBWH;00:06:29.8933333;2144;389
KDEA;KALT;00:06:30.0000000;15;390
LNDG;LLGS;00:06:30.0000000;1010;390
NSTN;NHAR;00:06:30.0000000;1211;390
KKERP;KK;00:06:30.1466667;7372;390
LF  O;LF  U;00:06:30.3033333;143;390
MELZ;MNBK;00:06:30.3100000;1008;390
FFLF;FSP S;00:06:30.3333333;32;390
HSCD;HWAR;00:06:30.3466667;1074;390
EWSM;HSCD;00:06:30.3833333;78;390
NWG;MTL;00:06:30.5466667;3194;390
BWDH;BSAD;00:06:30.6000000;10;390
BP;BLH;00:06:30.7400000;1256;390
MEG;MSHG;00:06:30.8333333;1340;390
TSGZ;TIN;00:06:31.0766667;837;391
UNME;UGR;00:06:31.1433333;751;391
LOB;LGM;00:06:31.1666667;1255;391
SROA;SMR;00:06:31.2533333;1160;391
TJZ;TEL;00:06:31.3533333;1252;391
LTRL;LA;00:06:31.5433333;1434;391
MLIR;XAB;00:06:31.7366667;204;391
NGAH;NVK;00:06:31.7566667;1372;391
DNDR;DPR;00:06:31.7800000;4944;391
BGS;BL;00:06:32.0000000;69;392
WSB;WBLK;00:06:32.1833333;1176;392
UGS;DRON;00:06:32.2000000;1350;392
TEI;TSUD;00:06:32.3100000;1575;392
AA;ADF;00:06:32.3466667;115;392
MS;MLR;00:06:32.8133333;65;392
LK;LWU;00:06:32.8466667;2577;392
LJN;LAB;00:06:32.9800000;1031;392
LAB;LJN;00:06:33.2533333;1019;393
MGL;MBU;00:06:33.3133333;1527;393
WDWE;WF;00:06:33.5166667;1518;393
MNR;MROH;00:06:33.6433333;2448;393
FSP;FKCH;00:06:33.7633333;128;393
MEDL;MFOS;00:06:33.9533333;1305;393
EHBO;EHER;00:06:34.0000000;12;394
WSTZ;WTIW;00:06:34.0000000;1308;394
AEL W;AHZH;00:06:34.2700000;1516;394
AWIR;AHOD;00:06:34.5000000;2634;394
KK;KKMN;00:06:34.5000000;12;394
KKNA;KLOV;00:06:34.6466667;31;394
TRI;THT;00:06:35.0866667;1289;395
RHAI;RWDN;00:06:35.1133333;1028;395
EHW;ECMF;00:06:35.1500000;1180;395
KKO;KNL;00:06:35.3333333;13;395
TET S;THB;00:06:35.3466667;3497;395
XFSTG;XFSTD;00:06:35.3500000;412;395
MELZ;MIHN;00:06:35.4066667;1010;395
EHGO;EDHL;00:06:35.4533333;11;395
AHOD;AWIR;00:06:35.6000000;2620;395
EDHL;EHGO;00:06:36.0000000;12;396
ELGD;EAHS;00:06:36.0000000;1177;396
MMR;MMAM;00:06:36.0000000;15;396
NBKI;NOER;00:06:36.0000000;581;396
RSZ;RHK;00:06:36.0000000;11;396
WJK;WTO;00:06:36.0000000;721;396
XPSWH;WTA;00:06:36.0000000;55;396
NLGU;NGUN;00:06:36.0933333;968;396
HWBD;HBUK;00:06:36.1833333;241;396
NPA;NNSP;00:06:36.6000000;11;396
NIP;NBWI;00:06:36.6633333;1213;396
BBDS;BKW;00:06:36.6833333;2831;396
WGI;WWT;00:06:36.7533333;1114;396
KWO;KW;00:06:37.0900000;25;397
NST;NRA;00:06:37.1800000;2005;397
SBUM;SHO;00:06:37.2666667;3791;397
NSR;NAM;00:06:37.5000000;16;397
MWTI;MDIF;00:06:37.5333333;45;397
LW;LZA;00:06:38.0000000;12;398
NAM;NSR;00:06:38.0000000;12;398
WPOE;WDF;00:06:38.0000000;12;398
FF;FFS;00:06:38.0433333;27;398
KSBR;KVI;00:06:38.0766667;13;398
KKM;KK;00:06:38.1600000;119;398
XSTE;XSOL;00:06:38.2433333;119;398
XSOL;XSTE;00:06:38.2500000;200;398
TIN;TSGZ;00:06:38.4233333;831;398
MGA;MTLG;00:06:38.4633333;1760;398
MBOD;MSUG;00:06:38.5766667;128;398
NN;NF;00:06:38.7333333;21;398
MH;MS;00:06:38.7533333;146;398
KMCH;KKAL;00:06:38.7833333;692;398
RSI;RRZ;00:06:39.0000000;21;399
NWDO;NNW;00:06:39.1200000;26;399
XPSU;XPSWH;00:06:39.1633333;517;399
NWLD;NPL;00:06:39.1733333;1234;399
AA  G;AE  F;00:06:39.1766667;119;399
DSCL;DWF;00:06:39.1766667;34;399
TWIB;TNA;00:06:39.1766667;1762;399
MGNZ;MAIT;00:06:39.5200000;1689;399
FFZ;FUNG;00:06:39.7900000;19;399
TRS;TBLF;00:06:39.8833333;910;399
WNL;WP;00:06:39.9733333;903;399
MGT;MP;00:06:40.1266667;57;400
FKW;FOV;00:06:40.3633333;14;400
ALHG;ANB;00:06:40.5866667;3321;400
WF;WDWE;00:06:40.6000000;1526;400
ALRA;ARD;00:06:40.6600000;2726;400
THE Z;TAG;00:06:40.7966667;2535;400
BPD;BWS;00:06:40.9100000;15;400
HSCI;HLUE;00:06:41.4400000;1300;401
BFIK;BFP;00:06:41.6300000;748;401
FWRT;FMT;00:06:41.6466667;3993;401
HGT;HMHZ;00:06:41.8233333;1010;401
EHER;EG;00:06:42.0000000;28;402
FFND;FSIN;00:06:42.0000000;17;402
KFKB;KKA;00:06:42.0000000;10;402
WTO;WJK;00:06:42.0000000;720;402
UBET;URTB;00:06:42.2900000;1080;402
TAU;TAT;00:06:42.5466667;12;402
MDIF;MWTI;00:06:42.7833333;24;402
NPE;NMR;00:06:42.8500000;20;402
NRA;NST;00:06:42.8766667;1960;402
FGM;FHOE;00:06:42.8933333;1952;402
FZEP;FSP;00:06:42.8933333;21;402
MFL;MTO;00:06:43.0700000;1339;403
NDB;NSNE;00:06:43.1500000;1174;403
XFBH;RNBG;00:06:43.3400000;462;403
TUDT;TU;00:06:43.7133333;10;403
XASF;XASK;00:06:43.7333333;475;403
LMGA;LSTL;00:06:43.7633333;2253;403
WWLD;WWAN;00:06:43.7733333;903;403
FEGW;FBSD;00:06:44.0000000;18;404
MGS;MSY;00:06:44.5566667;1242;404
FBT;FB  A;00:06:44.6600000;167;404
WWAN;WWLD;00:06:44.6766667;896;404
LLH;LLN;00:06:44.8100000;47;404
RSAH;RBUO;00:06:45.0300000;966;405
FBSD;FEGWW;00:06:45.1433333;168;405
RSIN;RST;00:06:45.2400000;50;405
KKW S;KKAS;00:06:45.3500000;43;405
NWA;NS;00:06:45.5000000;12;405
EOLS;EBRW;00:06:45.7233333;1876;405
KKA;KPW S;00:06:45.8166667;11;405
XAWT;XAB;00:06:45.8566667;387;405
DKR;DKC;00:06:46.3900000;365;406
SPS;SPSN;00:06:46.4033333;3358;406
LSNA;LGG;00:06:46.4933333;1259;406
FNIS;FF;00:06:46.5000000;12;406
KLAW;KDN P;00:06:46.5933333;91;406
FFS;FF;00:06:46.6966667;25;406
MRBI;MBAE;00:06:46.6966667;5947;406
BWG;BBIG;00:06:46.9433333;1189;406
WGW;WJER;00:06:46.9866667;1674;406
XDF;XDTA;00:06:47.0866667;161;407
NFRE;NWHR;00:06:47.2500000;16;407
MBWH;MTHB;00:06:47.3233333;2143;407
URTB;UBET;00:06:47.4233333;1080;407
TEL;TJZ;00:06:47.5700000;1241;407
LWI;LLEL;00:06:47.7266667;22;407
NWIN;NNDU;00:06:47.9766667;989;407
FD;FEGB;00:06:48.0000000;66;408
FMK;FMB P;00:06:48.0000000;24;408
RBRT;RBZB;00:06:48.0000000;46;408
NM;NFM;00:06:48.1266667;939;408
SURM;SML;00:06:48.1533333;1052;408
NLUS;UPR;00:06:48.3200000;1357;408
WNA;WSP;00:06:48.3666667;1177;408
WEGS;WTO;00:06:48.4166667;720;408
MAK;MPKI;00:06:48.5433333;1267;408
KRET;EDGR;00:06:48.7500000;24;408
SZW;SCN;00:06:48.9466667;1282;408
WBL;WWRN;00:06:49.2300000;1965;409
WSP;WNA;00:06:49.3766667;1177;409
LA;LTRL;00:06:49.5100000;1491;409
MTL;MOTW;00:06:49.5566667;2189;409
KD;KDRA;00:06:49.8000000;10;409
LBO;LLC;00:06:49.8000000;10;409
